,t0_smooth_or_featured__features_or_disk,t0_smooth_or_featured__smooth,t0_smooth_or_featured__star_artifact_or_bad_zoom,t1_how_rounded_is_it__cigarshaped,t1_how_rounded_is_it__in_between,t1_how_rounded_is_it__completely_round,t2_could_this_be_a_disk_viewed_edgeon__yes_edge_on_disk,t2_could_this_be_a_disk_viewed_edgeon__no_something_else,t3_edge_on_bulge_what_shape__boxy,t3_edge_on_bulge_what_shape__no_bulge,t3_edge_on_bulge_what_shape__rounded,t4_is_there_a_bar__no_bar,t4_is_there_a_bar__strong_bar,t4_is_there_a_bar__weak_bar,t5_is_there_any_spiral_arm_pattern__yes,t5_is_there_any_spiral_arm_pattern__no,t6_spiral_how_tightly_wound__loose,t6_spiral_how_tightly_wound__medium,t6_spiral_how_tightly_wound__tight,t7_how_many_spiral_arms_are_there__1,t7_how_many_spiral_arms_are_there__2,t7_how_many_spiral_arms_are_there__3,t7_how_many_spiral_arms_are_there__4,t7_how_many_spiral_arms_are_there__more_than_4,t7_how_many_spiral_arms_are_there__cant_tell,t8_not_edge_on_bulge__dominant,t8_not_edge_on_bulge__moderate,t8_not_edge_on_bulge__no_bulge,t8_not_edge_on_bulge__large,t8_not_edge_on_bulge__small,t11_is_the_galaxy_merging_or_disturbed__major_disturbance,t11_is_the_galaxy_merging_or_disturbed__merging,t11_is_the_galaxy_merging_or_disturbed__minor_disturbance,t11_is_the_galaxy_merging_or_disturbed__none,t12_are_there_any_obvious_bright_clumps__yes,t12_are_there_any_obvious_bright_clumps__no,t19_what_problem_do___e_with_the_image__nonstar_artifact,t19_what_problem_do___e_with_the_image__bad_image_zoom,t19_what_problem_do___e_with_the_image__star,id_str,file_loc
259,4.0,28.0,7.0,0.0,9.0,19.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,10.0,6.0,10.0,2.0,2.0,1.0,5.0,1.0,706,/scratch/ydong/stamps/demo_F200W/F200W_706.jpg
260,4.0,14.0,18.0,1.0,6.0,7.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,5.0,9.0,2.0,2.0,1.0,11.0,6.0,661,/scratch/ydong/stamps/demo_F200W/F200W_661.jpg
261,1.0,19.0,4.0,0.0,11.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,11.0,1.0,0.0,0.0,3.0,1.0,677,/scratch/ydong/stamps/demo_F200W/F200W_677.jpg
262,14.0,15.0,4.0,11.0,4.0,0.0,3.0,11.0,0.0,2.0,1.0,4.0,5.0,2.0,9.0,2.0,0.0,5.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,0.0,0.0,7.0,22.0,2.0,12.0,1.0,3.0,0.0,739,/scratch/ydong/stamps/demo_F200W/F200W_739.jpg
263,19.0,5.0,8.0,0.0,1.0,4.0,1.0,18.0,0.0,0.0,1.0,15.0,1.0,2.0,3.0,15.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,2.0,7.0,2.0,8.0,7.0,16.0,3.0,2.0,6.0,0.0,681,/scratch/ydong/stamps/demo_F200W/F200W_681.jpg
264,6.0,15.0,6.0,11.0,4.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,15.0,1.0,5.0,2.0,4.0,0.0,683,/scratch/ydong/stamps/demo_F200W/F200W_683.jpg
265,1.0,20.0,7.0,0.0,2.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,14.0,0.0,1.0,0.0,3.0,4.0,680,/scratch/ydong/stamps/demo_F200W/F200W_680.jpg
266,9.0,10.0,8.0,0.0,10.0,0.0,1.0,8.0,1.0,0.0,0.0,6.0,1.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,5.0,6.0,4.0,4.0,7.0,2.0,1.0,7.0,0.0,664,/scratch/ydong/stamps/demo_F200W/F200W_664.jpg
267,12.0,7.0,12.0,6.0,1.0,0.0,11.0,1.0,3.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,9.0,4.0,5.0,7.0,1.0,11.0,0.0,741,/scratch/ydong/stamps/demo_F200W/F200W_741.jpg
268,0.0,24.0,4.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,13.0,7.0,0.0,0.0,0.0,4.0,0.0,701,/scratch/ydong/stamps/demo_F200W/F200W_701.jpg
269,20.0,2.0,6.0,1.0,0.0,1.0,2.0,18.0,0.0,0.0,2.0,10.0,3.0,5.0,8.0,10.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,11.0,1.0,2.0,4.0,9.0,0.0,8.0,5.0,15.0,5.0,0.0,6.0,0.0,688,/scratch/ydong/stamps/demo_F200W/F200W_688.jpg
270,2.0,17.0,19.0,0.0,4.0,13.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,14.0,1.0,1.0,0.0,12.0,7.0,749,/scratch/ydong/stamps/demo_F200W/F200W_749.jpg
271,0.0,17.0,6.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,8.0,0.0,0.0,0.0,4.0,2.0,660,/scratch/ydong/stamps/demo_F200W/F200W_660.jpg
272,7.0,11.0,8.0,5.0,6.0,0.0,2.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,9.0,6.0,6.0,1.0,0.0,7.0,1.0,695,/scratch/ydong/stamps/demo_F200W/F200W_695.jpg
273,5.0,14.0,7.0,1.0,12.0,1.0,5.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,9.0,2.0,3.0,1.0,5.0,1.0,691,/scratch/ydong/stamps/demo_F200W/F200W_691.jpg
274,3.0,15.0,9.0,0.0,2.0,13.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,8.0,5.0,0.0,3.0,0.0,7.0,2.0,697,/scratch/ydong/stamps/demo_F200W/F200W_697.jpg
275,0.0,20.0,8.0,1.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,11.0,0.0,0.0,0.0,4.0,4.0,698,/scratch/ydong/stamps/demo_F200W/F200W_698.jpg
276,9.0,26.0,4.0,0.0,24.0,2.0,1.0,8.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,3.0,30.0,2.0,7.0,0.0,3.0,1.0,694,/scratch/ydong/stamps/demo_F200W/F200W_694.jpg
277,10.0,12.0,4.0,2.0,10.0,0.0,3.0,7.0,2.0,1.0,0.0,7.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,8.0,13.0,0.0,1.0,5.0,5.0,0.0,4.0,0.0,708,/scratch/ydong/stamps/demo_F200W/F200W_708.jpg
278,11.0,16.0,5.0,1.0,3.0,12.0,0.0,11.0,0.0,0.0,0.0,4.0,1.0,6.0,7.0,4.0,4.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,5.0,3.0,1.0,8.0,15.0,3.0,8.0,2.0,3.0,0.0,3304,/scratch/ydong/stamps/demo_F200W/F200W_3304.jpg
279,26.0,7.0,4.0,0.0,5.0,2.0,2.0,24.0,0.0,0.0,2.0,18.0,3.0,3.0,24.0,0.0,0.0,3.0,21.0,0.0,8.0,2.0,1.0,5.0,8.0,2.0,14.0,0.0,3.0,5.0,1.0,1.0,7.0,24.0,15.0,11.0,0.0,4.0,0.0,711,/scratch/ydong/stamps/demo_F200W/F200W_711.jpg
280,10.0,15.0,3.0,1.0,12.0,2.0,1.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,2.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,4.0,4.0,8.0,9.0,2.0,8.0,0.0,3.0,0.0,737,/scratch/ydong/stamps/demo_F200W/F200W_737.jpg
281,1.0,13.0,16.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,6.0,0.0,1.0,1.0,14.0,1.0,719,/scratch/ydong/stamps/demo_F200W/F200W_719.jpg
282,3.0,16.0,5.0,0.0,13.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,11.0,0.0,3.0,0.0,4.0,1.0,723,/scratch/ydong/stamps/demo_F200W/F200W_723.jpg
283,6.0,14.0,7.0,0.0,14.0,0.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,9.0,9.0,3.0,3.0,3.0,4.0,0.0,727,/scratch/ydong/stamps/demo_F200W/F200W_727.jpg
284,15.0,19.0,6.0,1.0,14.0,4.0,2.0,13.0,1.0,0.0,1.0,9.0,0.0,4.0,5.0,8.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,7.0,1.0,6.0,7.0,4.0,17.0,8.0,7.0,0.0,6.0,0.0,726,/scratch/ydong/stamps/demo_F200W/F200W_726.jpg
285,8.0,16.0,3.0,9.0,7.0,0.0,3.0,5.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,11.0,10.0,1.0,7.0,0.0,2.0,1.0,728,/scratch/ydong/stamps/demo_F200W/F200W_728.jpg
286,0.0,17.0,19.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,6.0,0.0,0.0,0.0,17.0,2.0,732,/scratch/ydong/stamps/demo_F200W/F200W_732.jpg
287,7.0,10.0,10.0,3.0,5.0,2.0,2.0,5.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,7.0,2.0,8.0,5.0,2.0,0.0,10.0,0.0,745,/scratch/ydong/stamps/demo_F200W/F200W_745.jpg
288,1.0,18.0,5.0,0.0,13.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,10.0,1.0,0.0,0.0,3.0,2.0,747,/scratch/ydong/stamps/demo_F200W/F200W_747.jpg
289,2.0,15.0,8.0,10.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,7.0,1.0,1.0,1.0,6.0,1.0,746,/scratch/ydong/stamps/demo_F200W/F200W_746.jpg
290,2.0,13.0,9.0,5.0,7.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,5.0,0.0,2.0,1.0,7.0,1.0,755,/scratch/ydong/stamps/demo_F200W/F200W_755.jpg
291,7.0,7.0,13.0,5.0,2.0,0.0,5.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,7.0,2.0,5.0,2.0,11.0,0.0,752,/scratch/ydong/stamps/demo_F200W/F200W_752.jpg
292,8.0,10.0,11.0,2.0,7.0,1.0,2.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,9.0,3.0,3.0,3.0,5.0,2.0,7.0,2.0,754,/scratch/ydong/stamps/demo_F200W/F200W_754.jpg
293,3.0,16.0,13.0,3.0,7.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,5.0,8.0,0.0,3.0,4.0,9.0,0.0,757,/scratch/ydong/stamps/demo_F200W/F200W_757.jpg
294,3.0,17.0,7.0,11.0,6.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,3.0,1.0,5.0,1.0,758,/scratch/ydong/stamps/demo_F200W/F200W_758.jpg
295,4.0,9.0,15.0,2.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,2.0,2.0,2.0,2.0,3.0,9.0,3.0,773,/scratch/ydong/stamps/demo_F200W/F200W_773.jpg
296,11.0,13.0,2.0,0.0,0.0,13.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,2.0,0.0,5.0,17.0,10.0,1.0,0.0,2.0,0.0,799,/scratch/ydong/stamps/demo_F200W/F200W_799.jpg
297,12.0,8.0,12.0,3.0,5.0,0.0,3.0,9.0,1.0,1.0,1.0,5.0,4.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,8.0,1.0,6.0,5.0,9.0,3.0,2.0,10.0,0.0,775,/scratch/ydong/stamps/demo_F200W/F200W_775.jpg
298,20.0,12.0,3.0,4.0,8.0,0.0,13.0,7.0,2.0,0.0,11.0,5.0,1.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,13.0,17.0,10.0,10.0,0.0,3.0,0.0,766,/scratch/ydong/stamps/demo_F200W/F200W_766.jpg
299,10.0,19.0,10.0,5.0,14.0,0.0,8.0,2.0,3.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,9.0,16.0,3.0,7.0,1.0,8.0,1.0,778,/scratch/ydong/stamps/demo_F200W/F200W_778.jpg
300,3.0,18.0,8.0,0.0,16.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,7.0,9.0,1.0,2.0,3.0,5.0,0.0,783,/scratch/ydong/stamps/demo_F200W/F200W_783.jpg
301,5.0,17.0,7.0,0.0,16.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,6.0,15.0,2.0,3.0,0.0,7.0,0.0,796,/scratch/ydong/stamps/demo_F200W/F200W_796.jpg
302,5.0,11.0,16.0,0.0,8.0,3.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,8.0,0.0,3.0,5.0,1.0,4.0,2.0,14.0,0.0,792,/scratch/ydong/stamps/demo_F200W/F200W_792.jpg
303,6.0,21.0,9.0,0.0,0.0,21.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,5.0,19.0,1.0,5.0,1.0,5.0,3.0,794,/scratch/ydong/stamps/demo_F200W/F200W_794.jpg
304,10.0,10.0,4.0,2.0,6.0,2.0,4.0,6.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,11.0,2.0,5.0,4.0,6.0,1.0,3.0,0.0,808,/scratch/ydong/stamps/demo_F200W/F200W_808.jpg
305,1.0,18.0,13.0,1.0,11.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,13.0,0.0,1.0,0.0,12.0,1.0,768,/scratch/ydong/stamps/demo_F200W/F200W_768.jpg
306,28.0,2.0,2.0,1.0,0.0,1.0,3.0,25.0,0.0,0.0,3.0,8.0,3.0,14.0,21.0,4.0,2.0,9.0,10.0,1.0,4.0,7.0,2.0,0.0,7.0,0.0,13.0,2.0,0.0,10.0,6.0,15.0,5.0,4.0,18.0,10.0,0.0,2.0,0.0,790,/scratch/ydong/stamps/demo_F200W/F200W_790.jpg
307,23.0,2.0,3.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,0.0,8.0,0.0,15.0,22.0,1.0,4.0,4.0,14.0,1.0,3.0,4.0,5.0,1.0,8.0,0.0,8.0,1.0,0.0,14.0,8.0,10.0,2.0,5.0,10.0,13.0,1.0,2.0,0.0,791,/scratch/ydong/stamps/demo_F200W/F200W_791.jpg
308,7.0,6.0,6.0,0.0,5.0,1.0,1.0,6.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,5.0,4.0,1.0,6.0,1.0,5.0,0.0,804,/scratch/ydong/stamps/demo_F200W/F200W_804.jpg
309,3.0,23.0,8.0,2.0,20.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,7.0,13.0,0.0,3.0,0.0,7.0,1.0,803,/scratch/ydong/stamps/demo_F200W/F200W_803.jpg
310,1.0,7.0,15.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,15.0,0.0,815,/scratch/ydong/stamps/demo_F200W/F200W_815.jpg
311,4.0,14.0,14.0,0.0,8.0,6.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,5.0,9.0,2.0,2.0,4.0,7.0,3.0,816,/scratch/ydong/stamps/demo_F200W/F200W_816.jpg
312,4.0,26.0,8.0,0.0,17.0,9.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,6.0,23.0,1.0,3.0,2.0,3.0,3.0,818,/scratch/ydong/stamps/demo_F200W/F200W_818.jpg
313,2.0,15.0,19.0,0.0,4.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,14.0,1.0,1.0,1.0,5.0,13.0,823,/scratch/ydong/stamps/demo_F200W/F200W_823.jpg
314,9.0,13.0,15.0,0.0,3.0,10.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,4.0,5.0,4.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,1.0,3.0,0.0,3.0,16.0,6.0,3.0,0.0,14.0,1.0,800,/scratch/ydong/stamps/demo_F200W/F200W_800.jpg
315,6.0,27.0,5.0,0.0,25.0,2.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,6.0,23.0,0.0,6.0,0.0,5.0,0.0,825,/scratch/ydong/stamps/demo_F200W/F200W_825.jpg
316,7.0,19.0,14.0,2.0,11.0,6.0,1.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,12.0,0.0,10.0,4.0,1.0,6.0,0.0,9.0,5.0,822,/scratch/ydong/stamps/demo_F200W/F200W_822.jpg
317,1.0,22.0,10.0,1.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,1.0,1.0,8.0,1.0,872,/scratch/ydong/stamps/demo_F200W/F200W_872.jpg
318,27.0,7.0,3.0,3.0,4.0,0.0,2.0,25.0,1.0,0.0,1.0,16.0,3.0,6.0,22.0,3.0,1.0,6.0,15.0,0.0,2.0,5.0,1.0,0.0,14.0,0.0,14.0,1.0,2.0,8.0,11.0,2.0,13.0,8.0,15.0,12.0,1.0,2.0,0.0,965,/scratch/ydong/stamps/demo_F200W/F200W_965.jpg
319,25.0,9.0,1.0,1.0,7.0,1.0,1.0,24.0,0.0,1.0,0.0,13.0,1.0,10.0,24.0,0.0,1.0,5.0,18.0,0.0,15.0,1.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,18.0,6.0,2.0,9.0,17.0,18.0,7.0,0.0,1.0,0.0,831,/scratch/ydong/stamps/demo_F200W/F200W_831.jpg
320,5.0,18.0,5.0,0.0,0.0,18.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,22.0,0.0,5.0,0.0,2.0,3.0,861,/scratch/ydong/stamps/demo_F200W/F200W_861.jpg
321,6.0,20.0,6.0,4.0,15.0,1.0,1.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,10.0,13.0,0.0,6.0,0.0,6.0,0.0,840,/scratch/ydong/stamps/demo_F200W/F200W_840.jpg
322,18.0,20.0,2.0,0.0,17.0,3.0,1.0,17.0,0.0,0.0,1.0,15.0,0.0,2.0,9.0,8.0,0.0,3.0,6.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,2.0,3.0,9.0,1.0,13.0,15.0,10.0,8.0,0.0,1.0,1.0,848,/scratch/ydong/stamps/demo_F200W/F200W_848.jpg
323,9.0,7.0,6.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,4.0,3.0,2.0,7.0,2.0,2.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,4.0,11.0,5.0,4.0,1.0,2.0,3.0,855,/scratch/ydong/stamps/demo_F200W/F200W_855.jpg
324,4.0,21.0,9.0,2.0,8.0,11.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,4.0,16.0,4.0,0.0,0.0,6.0,3.0,875,/scratch/ydong/stamps/demo_F200W/F200W_875.jpg
325,6.0,10.0,13.0,6.0,4.0,0.0,2.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,9.0,4.0,2.0,2.0,11.0,0.0,876,/scratch/ydong/stamps/demo_F200W/F200W_876.jpg
326,11.0,15.0,8.0,5.0,10.0,0.0,2.0,9.0,0.0,1.0,1.0,4.0,2.0,3.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,1.0,6.0,3.0,14.0,3.0,7.0,4.0,1.0,6.0,1.0,877,/scratch/ydong/stamps/demo_F200W/F200W_877.jpg
327,19.0,5.0,6.0,1.0,3.0,1.0,0.0,19.0,0.0,0.0,0.0,5.0,3.0,11.0,9.0,10.0,8.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,3.0,7.0,0.0,9.0,7.0,9.0,1.0,7.0,17.0,2.0,0.0,4.0,2.0,888,/scratch/ydong/stamps/demo_F200W/F200W_888.jpg
